year,cens,zone_stat,desc_zone,district,area,n_stops,n_lines,avg_distan,tot,tot_F,tot_M,tot_foreig,n_fam,minors,working_age,seniors,tot_500,F_500,tot_M_500,foreign_500,fam_500,minors_500,working_500,seniors_500,stop_coverage,tot_accidents,tot_vehicles_involves,vehicle_categories,n_public_vehicles,public_accidents
2012,29,1,Municipio,1,8257.02862122,0,0,-1.0,25,14,11,0,15,1.0,18.0,6.0,5964,3091,2871,749,3503,839.0,4135.0,988.0,0.0,0.0,0.0,0,0.0,0.0
2019,29,1,Municipio,1,8257.02862122,0,0,-1.0,17,12,5,2,12,2.0,13.0,2.0,5602,2946,2651,509,3310,725.0,3780.0,1092.0,0.0,1.0,1.0,['privato_moto'],0.0,0.0
2012,30,1,Municipio,1,8487.39164266,0,0,-1.0,248,140,108,31,159,31.0,200.0,17.0,5992,3075,2915,745,3530,830.0,4148.0,1012.0,0.0,0.0,0.0,0,0.0,0.0
2019,30,1,Municipio,1,8487.39164266,0,0,-1.0,218,119,99,21,143,27.0,169.0,22.0,5845,3057,2783,586,3472,770.0,3928.0,1142.0,0.0,0.0,0.0,0,0.0,0.0
2012,32,1,Municipio,1,3862.31117478,0,0,-1.0,9,5,4,0,4,1.0,5.0,3.0,5490,2795,2693,694,3268,732.0,3846.0,910.0,0.0,0.0,0.0,0,0.0,0.0
2019,32,1,Municipio,1,3862.31117478,0,0,-1.0,9,2,2,0,2,0.0,4.0,0.0,5276,2751,2520,527,3195,688.0,3575.0,1008.0,0.0,0.0,0.0,0,0.0,0.0
2012,33,1,Municipio,1,3076.83398261,0,0,-1.0,44,17,27,23,27,7.0,34.0,3.0,5628,2833,2793,739,3418,728.0,3951.0,947.0,0.0,0.0,0.0,0,0.0,0.0
2019,33,1,Municipio,1,3076.83398261,0,0,-1.0,48,25,23,6,34,4.0,40.0,4.0,5424,2801,2618,547,3300,702.0,3670.0,1047.0,0.0,0.0,0.0,0,0.0,0.0
2012,34,1,Municipio,1,4446.80469674,0,0,-1.0,149,79,70,19,92,19.0,112.0,18.0,5193,2617,2574,690,3189,646.0,3634.0,911.0,0.0,0.0,0.0,0,0.0,0.0
2019,34,1,Municipio,1,4446.80469674,0,0,-1.0,125,64,61,12,77,12.0,88.0,25.0,5010,2597,2408,504,3056,635.0,3399.0,971.0,0.0,0.0,0.0,0,0.0,0.0
2012,35,1,Municipio,1,3965.86812515,0,0,-1.0,113,53,60,32,77,7.0,82.0,24.0,4135,2086,2047,551,2506,534.0,2919.0,680.0,0.0,0.0,0.0,0,0.0,0.0
2019,35,1,Municipio,1,3965.86812515,0,0,-1.0,110,51,59,37,77,9.0,75.0,26.0,4004,2056,1943,434,2440,520.0,2752.0,727.0,0.0,0.0,0.0,0,0.0,0.0
2012,36,1,Municipio,1,5095.56483604,0,0,-1.0,127,63,64,13,64,27.0,74.0,26.0,4396,2287,2107,483,2666,565.0,3013.0,816.0,0.0,0.0,0.0,0,0.0,0.0
2019,36,1,Municipio,1,5095.56483604,0,0,-1.0,120,64,56,4,63,20.0,74.0,26.0,4383,2305,2073,410,2636,589.0,2942.0,847.0,0.0,0.0,0.0,0,0.0,0.0
2012,37,1,Municipio,1,8168.29639173,2,17,2.094995759117896,73,34,39,5,46,6.0,57.0,10.0,3655,1893,1754,425,2198,453.0,2498.0,696.0,0.027397260273973,0.0,0.0,0,0.0,0.0
2019,37,1,Municipio,1,8168.29639173,1,12,2.058280922431866,59,35,24,7,31,12.0,40.0,7.0,3500,1823,1665,338,2108,447.0,2317.0,724.0,0.016949152542373,0.0,0.0,0,0.0,0.0
2012,38,1,Municipio,1,5200.97008602,1,3,2.377862595419847,120,70,50,10,64,20.0,85.0,15.0,4903,2570,2308,522,2792,718.0,3291.0,869.0,0.008333333333333,1.0,1.0,['privato_vettura'],0.0,0.0
2019,38,1,Municipio,1,5200.97008602,1,3,2.291823899371069,116,64,52,4,61,16.0,75.0,25.0,4777,2520,2238,390,2754,639.0,3188.0,931.0,0.008620689655172,2.0,4.0,"['privato_vettura', 'bicicletta']",0.0,0.0
2012,39,1,Municipio,1,7329.08257947,0,0,-1.0,172,89,83,9,98,26.0,115.0,31.0,5788,3028,2750,671,3387,809.0,3944.0,1025.0,0.0,0.0,0.0,0,0.0,0.0
2019,39,1,Municipio,1,7329.08257947,0,0,-1.0,157,80,77,4,93,20.0,99.0,38.0,5588,2951,2625,473,3255,719.0,3708.0,1149.0,0.0,0.0,0.0,0,0.0,0.0
2012,40,1,Municipio,1,6953.04293394,0,0,-1.0,9,0,7,1,7,0.0,3.0,4.0,5828,2992,2834,745,3484,778.0,4023.0,1025.0,0.0,0.0,0.0,0,0.0,0.0
2012,41,1,Municipio,1,8271.53727761,0,0,-1.0,169,88,81,7,102,27.0,126.0,16.0,5813,2979,2832,717,3493,751.0,4010.0,1050.0,0.0,0.0,0.0,0,0.0,0.0
2019,41,1,Municipio,1,8271.53727761,0,0,-1.0,168,82,86,13,106,26.0,125.0,17.0,5574,2921,2648,531,3338,713.0,3717.0,1139.0,0.0,0.0,0.0,0,0.0,0.0
2012,42,1,Municipio,1,5276.65735531,0,0,-1.0,138,72,66,13,85,16.0,101.0,21.0,5224,2670,2552,645,3149,681.0,3611.0,930.0,0.0,0.0,0.0,0,0.0,0.0
2019,42,1,Municipio,1,5276.65735531,0,0,-1.0,117,59,58,4,72,11.0,82.0,24.0,5032,2630,2397,504,2999,664.0,3378.0,985.0,0.0,1.0,1.0,['privato_vettura'],0.0,0.0
2012,43,1,Municipio,1,7617.22431301,0,0,-1.0,263,139,124,42,173,30.0,200.0,33.0,5124,2640,2482,603,3104,656.0,3533.0,933.0,0.0,0.0,0.0,0,0.0,0.0
2019,43,1,Municipio,1,7617.22431301,0,0,-1.0,219,110,109,6,139,21.0,170.0,28.0,4902,2577,2320,461,2936,644.0,3274.0,979.0,0.0,0.0,0.0,0,0.0,0.0
2012,44,1,Municipio,1,7644.52565338,0,0,-1.0,209,108,101,36,128,23.0,155.0,31.0,4685,2405,2278,583,2883,570.0,3251.0,862.0,0.0,1.0,1.0,['bicicletta'],0.0,0.0
2019,44,1,Municipio,1,7644.52565338,0,0,-1.0,216,110,106,34,131,25.0,156.0,35.0,4493,2365,2123,433,2721,578.0,2990.0,920.0,0.0,0.0,0.0,0,0.0,0.0
2012,45,1,Municipio,1,10375.4624517,0,0,-1.0,166,89,77,15,92,22.0,110.0,34.0,4002,2081,1908,418,2409,505.0,2709.0,775.0,0.0,1.0,2.0,"['privato_vettura', 'pubblico']",1.0,1.0
2019,45,1,Municipio,1,10375.4624517,0,0,-1.0,154,82,72,9,96,15.0,106.0,33.0,3950,2055,1878,378,2362,507.0,2594.0,832.0,0.0,0.0,0.0,0,0.0,0.0
2012,46,1,Municipio,1,9370.23327067,0,0,-1.0,217,109,108,16,115,29.0,122.0,66.0,4267,2263,1986,428,2421,608.0,2808.0,833.0,0.0,0.0,0.0,0,0.0,0.0
2019,46,1,Municipio,1,9370.23327067,0,0,-1.0,231,119,112,21,123,33.0,137.0,61.0,4214,2216,1984,326,2410,556.0,2743.0,901.0,0.0,0.0,0.0,0,0.0,0.0
2012,47,1,Municipio,1,7351.94044832,0,0,-1.0,197,113,84,13,87,45.0,126.0,26.0,4639,2380,2241,547,2725,624.0,3157.0,840.0,0.0,0.0,0.0,0,0.0,0.0
2019,47,1,Municipio,1,7351.94044832,0,0,-1.0,193,109,84,23,94,35.0,122.0,36.0,4545,2373,2153,333,2621,598.0,2997.0,931.0,0.0,0.0,0.0,0,0.0,0.0
2012,48,1,Municipio,1,3727.84998216,0,0,-1.0,71,34,37,7,46,11.0,41.0,19.0,5481,2830,2649,638,3269,710.0,3775.0,994.0,0.0,0.0,0.0,0,0.0,0.0
2019,48,1,Municipio,1,3727.84998216,0,0,-1.0,70,43,27,7,47,11.0,43.0,16.0,5380,2821,2554,416,3165,697.0,3581.0,1097.0,0.0,0.0,0.0,0,0.0,0.0
2012,50,1,Municipio,1,4935.79549923,1,6,-1.0,39,21,18,2,26,6.0,23.0,10.0,5435,2783,2650,616,3271,684.0,3751.0,998.0,0.025641025641026,1.0,2.0,"['privato_vettura', 'bicicletta']",0.0,0.0
2019,50,1,Municipio,1,4935.79549923,0,0,-1.0,38,23,15,2,22,2.0,24.0,12.0,5331,2785,2541,496,3168,708.0,3561.0,1057.0,0.0,0.0,0.0,0,0.0,0.0
2012,51,1,Municipio,1,7273.45010223,0,0,-1.0,225,115,110,19,134,31.0,155.0,39.0,5035,2593,2440,589,3065,635.0,3482.0,916.0,0.0,0.0,0.0,0,0.0,0.0
2019,51,1,Municipio,1,7273.45010223,0,0,-1.0,226,122,104,17,131,32.0,145.0,49.0,4937,2596,2336,463,2959,642.0,3299.0,991.0,0.0,0.0,0.0,0,0.0,0.0
2012,52,1,Municipio,1,6043.20809329,0,0,-1.0,137,70,67,18,83,19.0,93.0,25.0,4403,2256,2138,546,2692,533.0,3016.0,845.0,0.0,1.0,2.0,"['privato_vettura', 'privato_moto']",0.0,0.0
2019,52,1,Municipio,1,6043.20809329,0,0,-1.0,124,69,55,6,81,17.0,79.0,28.0,4339,2268,2061,424,2609,546.0,2872.0,911.0,0.0,1.0,2.0,"['privato_vettura', 'privato_moto']",0.0,0.0
2012,53,1,Municipio,1,8752.80507549,0,0,-1.0,23,13,10,1,12,2.0,14.0,7.0,3926,2029,1879,397,2231,576.0,2558.0,774.0,0.0,1.0,2.0,['privato_vettura'],0.0,0.0
2019,53,1,Municipio,1,8752.80507549,0,0,-1.0,28,16,12,0,14,4.0,18.0,6.0,3877,2015,1848,280,2183,526.0,2481.0,856.0,0.0,2.0,4.0,['privato_vettura'],0.0,0.0
2012,55,1,Municipio,1,7051.55182102,0,0,-1.0,20,9,11,1,17,0.0,17.0,3.0,4535,2345,2188,492,2706,593.0,3113.0,827.0,0.0,4.0,9.0,"['privato_vettura', 'privato_moto']",0.0,0.0
2019,55,1,Municipio,1,7051.55182102,0,0,-1.0,11,5,6,0,8,0.0,9.0,2.0,4497,2345,2147,315,2647,569.0,2994.0,929.0,0.0,1.0,2.0,['privato_vettura'],0.0,0.0
2012,56,1,Municipio,1,5227.8129777,0,0,-1.0,95,54,41,1,52,16.0,62.0,17.0,4972,2569,2401,568,2985,628.0,3402.0,940.0,0.0,0.0,0.0,0,0.0,0.0
2019,56,1,Municipio,1,5227.8129777,0,0,-1.0,91,48,43,6,48,14.0,54.0,23.0,4958,2588,2365,410,2932,638.0,3301.0,1014.0,0.0,1.0,1.0,['privato_vettura'],0.0,0.0
2012,57,1,Municipio,1,7816.01217811,0,0,-1.0,34,16,18,2,21,1.0,27.0,6.0,4284,2191,2081,524,2608,523.0,2938.0,811.0,0.0,0.0,0.0,0,0.0,0.0
2019,57,1,Municipio,1,7816.01217811,0,0,-1.0,23,11,12,2,20,0.0,17.0,6.0,4247,2217,2015,404,2542,532.0,2811.0,889.0,0.0,1.0,1.0,['privato_vettura'],0.0,0.0
2012,58,1,Municipio,1,10513.4253522,2,12,2.326335877862595,147,73,74,21,80,22.0,83.0,42.0,3274,1648,1608,308,1800,487.0,2091.0,678.0,0.013605442176871,4.0,8.0,"['veicoli_grandi', 'privato_moto', 'privato_vettura']",0.0,0.0
2019,58,1,Municipio,1,10513.4253522,3,19,2.211740041928722,160,78,82,10,94,20.0,101.0,39.0,3330,1720,1596,212,1811,472.0,2078.0,766.0,0.01875,1.0,3.0,['privato_vettura'],0.0,0.0
2012,59,1,Municipio,1,4833.88586571,0,0,-1.0,34,17,17,2,19,7.0,22.0,5.0,3603,1851,1743,340,2104,472.0,2401.0,721.0,0.0,0.0,0.0,0,0.0,0.0
2019,59,1,Municipio,1,4833.88586571,0,0,-1.0,28,13,15,0,15,4.0,19.0,5.0,3753,1951,1797,261,2146,499.0,2423.0,826.0,0.0,0.0,0.0,0,0.0,0.0
2012,60,1,Municipio,1,6593.36435477,0,0,-1.0,72,39,33,6,38,8.0,52.0,12.0,4485,2309,2167,493,2695,558.0,3090.0,828.0,0.0,0.0,0.0,0,0.0,0.0
2019,60,1,Municipio,1,6593.36435477,0,0,-1.0,69,42,27,4,39,6.0,42.0,21.0,4517,2358,2154,347,2652,584.0,3006.0,922.0,0.0,2.0,5.0,"['privato_moto', 'privato_vettura', 'pubblico', 'altro']",1.0,1.0
2012,61,1,Municipio,1,5891.38965305,0,0,-1.0,196,57,139,86,160,8.0,164.0,24.0,3785,1931,1823,429,2277,458.0,2586.0,710.0,0.0,0.0,0.0,0,0.0,0.0
2019,61,1,Municipio,1,5891.38965305,0,0,-1.0,105,42,63,23,75,5.0,78.0,22.0,3911,2023,1873,348,2306,499.0,2607.0,790.0,0.0,1.0,2.0,"['privato_vettura', 'bicicletta']",0.0,0.0
2012,62,1,Municipio,1,9318.58388948,2,15,2.077608142493639,145,81,64,2,89,18.0,93.0,34.0,3845,1962,1856,429,2331,466.0,2623.0,729.0,0.013793103448276,0.0,0.0,0,0.0,0.0
2019,62,1,Municipio,1,9318.58388948,1,9,2.107337526205451,187,103,84,12,111,28.0,115.0,44.0,4013,2076,1927,346,2378,510.0,2680.0,813.0,0.005347593582888,1.0,2.0,"['pubblico', 'privato_moto']",1.0,1.0
2012,63,1,Municipio,1,10795.7430141,3,5,2.615917444161719,216,125,91,11,139,21.0,124.0,71.0,4174,2142,2002,457,2516,519.0,2838.0,787.0,0.013888888888889,6.0,10.0,"['privato_moto', 'privato_vettura', 'pubblico', 'bicicletta']",1.0,1.0
2019,63,1,Municipio,1,10795.7430141,4,9,2.347798742138365,226,122,104,7,132,26.0,135.0,65.0,4299,2213,2071,387,2540,544.0,2853.0,887.0,0.017699115044248,3.0,7.0,"['privato_vettura', 'privato_moto']",0.0,0.0
2012,64,2,Palazzo Reale,1,54145.8488128,4,22,2.389595702572802,97,47,50,0,60,11.0,62.0,24.0,2467,1250,1217,404,1414,330.0,1678.0,459.0,0.041237113402062,1.0,1.0,['privato_vettura'],0.0,0.0
2019,64,2,Palazzo Reale,1,54145.8488128,3,18,2.351781970649895,104,51,53,4,62,16.0,65.0,23.0,2420,1230,1185,342,1426,323.0,1641.0,451.0,0.028846153846154,5.0,12.0,"['pubblico', 'privato_vettura', 'polizia', 'bicicletta']",3.0,1.0
2012,69,2,Palazzo Reale,1,19379.7514015,2,3,2.523324851569126,9,0,1,0,1,0.0,1.0,0.0,1963,1021,923,174,1147,226.0,1329.0,389.0,0.222222222222222,0.0,0.0,0,0.0,0.0
2019,69,2,Palazzo Reale,1,19379.7514015,1,1,2.464150943396227,9,2,0,0,2,0.0,2.0,0.0,1841,976,846,144,1100,200.0,1190.0,432.0,0.111111111111111,1.0,1.0,['privato_vettura'],0.0,0.0
2012,70,2,Palazzo Reale,1,7534.29606443,0,0,-1.0,9,0,1,0,1,0.0,0.0,1.0,2176,1120,1029,185,1247,253.0,1446.0,450.0,0.0,0.0,0.0,0,0.0,0.0
2019,70,2,Palazzo Reale,1,7534.29606443,0,0,-1.0,9,0,2,0,2,0.0,2.0,0.0,2092,1067,1003,157,1208,255.0,1312.0,503.0,0.0,0.0,0.0,0,0.0,0.0
2012,72,2,Palazzo Reale,1,9447.77706447,0,0,-1.0,32,6,26,23,29,1.0,31.0,0.0,3808,1997,1780,374,2159,419.0,2518.0,840.0,0.0,0.0,0.0,0,0.0,0.0
2019,72,2,Palazzo Reale,1,9447.77706447,0,0,-1.0,39,13,26,30,34,4.0,35.0,0.0,3648,1902,1717,321,2061,426.0,2273.0,920.0,0.0,0.0,0.0,0,0.0,0.0
2012,73,3,Palazzo Carignano,1,5649.63181383,1,11,2.053859202714165,90,46,44,6,51,11.0,65.0,14.0,2517,1295,1190,199,1456,287.0,1672.0,526.0,0.011111111111111,0.0,0.0,0,0.0,0.0
2019,73,3,Palazzo Carignano,1,5649.63181383,1,11,2.017190775681342,77,39,38,4,46,8.0,48.0,21.0,2435,1273,1135,195,1429,272.0,1554.0,582.0,0.012987012987013,2.0,4.0,"['privato_vettura', 'polizia', 'bicicletta']",0.0,0.0
2012,75,3,Palazzo Carignano,1,9873.292103,1,2,2.399067005937235,199,102,97,23,125,18.0,154.0,27.0,4020,2122,1871,366,2317,441.0,2692.0,860.0,0.005025125628141,1.0,1.0,['bicicletta'],0.0,0.0
2019,75,3,Palazzo Carignano,1,9873.292103,1,5,2.184905660377359,158,88,70,18,105,9.0,111.0,38.0,3837,2022,1793,286,2212,431.0,2426.0,958.0,0.006329113924051,0.0,0.0,0,0.0,0.0
2012,76,3,Palazzo Carignano,1,16856.0804409,1,13,1.994486853265479,9,0,1,1,1,0.0,1.0,0.0,4079,2165,1895,358,2346,455.0,2736.0,869.0,0.111111111111111,5.0,6.0,"['soccorso', 'privato_vettura', 'pubblico']",2.0,1.0
2019,76,3,Palazzo Carignano,1,16856.0804409,3,18,2.172117400419287,9,2,4,6,7,0.0,6.0,0.0,3887,2055,1817,294,2221,463.0,2440.0,969.0,0.333333333333333,4.0,7.0,"['veicoli_grandi', 'privato_moto', 'privato_vettura', 'pubblico']",1.0,1.0
2012,77,3,Palazzo Carignano,1,6316.76381522,0,0,-1.0,83,41,42,2,47,6.0,54.0,23.0,4204,2155,2037,512,2551,520.0,2880.0,792.0,0.0,0.0,0.0,0,0.0,0.0
2019,77,3,Palazzo Carignano,1,6316.76381522,0,0,-1.0,101,54,47,7,53,15.0,63.0,23.0,4134,2154,1965,396,2464,520.0,2732.0,867.0,0.0,2.0,3.0,['privato_vettura'],0.0,0.0
2012,78,3,Palazzo Carignano,1,4455.96159565,0,0,-1.0,34,19,15,1,22,5.0,20.0,9.0,3912,2035,1854,401,2341,484.0,2629.0,776.0,0.0,0.0,0.0,0,0.0,0.0
